timestamp,trial_number,stimulus_code,condition,erd_value
2025-09-26 13:58:36,1,4,ring,13.605346962394815
2025-09-26 13:58:36,2,1,thumb,-55.583837442582556
2025-09-26 13:58:36,3,7,blank,7.266693831411655
2025-09-26 13:58:36,4,3,middle,-19.198927435297545
2025-09-26 13:58:36,5,6,sixth,-36.93541339838411
2025-09-26 13:58:36,6,3,middle,-64.40929879405115
2025-09-26 13:58:36,7,6,sixth,-24.94182006433764
2025-09-26 13:58:36,8,4,ring,20.921057290844914
2025-09-26 13:58:36,9,2,index,-13.657920063659502
2025-09-26 13:58:36,10,7,blank,33.00003579523566
2025-09-26 13:58:36,11,1,thumb,-32.8335658007843
2025-09-26 13:58:36,12,2,index,35.74925799349888
2025-09-26 13:58:36,13,6,sixth,-7.2109018952713315
2025-09-26 13:58:36,14,7,blank,53.11488383432521
2025-09-26 13:58:36,15,6,sixth,3.454325393814649
2025-09-26 13:58:36,16,7,blank,-41.161486225888545
2025-09-26 13:58:36,17,2,index,27.81258831850544
2025-09-26 13:58:36,18,7,blank,-5.606628355445647
2025-09-26 13:58:36,19,6,sixth,117.86793514697277
2025-09-26 13:58:36,20,7,blank,-33.191907381911534
2025-09-26 13:58:36,21,6,sixth,81.3922882466835
2025-09-26 13:58:36,22,7,blank,7.711331043311333
2025-09-26 13:58:36,23,6,sixth,-10.444111362111535
2025-09-26 13:58:36,24,7,blank,-15.033782885250343
2025-09-26 13:58:36,25,3,middle,-69.5138005704534
2025-09-26 13:58:36,26,6,sixth,-24.780175915017058
2025-09-26 13:58:36,27,1,thumb,-19.486437247531256
2025-09-26 13:58:36,28,7,blank,107.35938237885472
2025-09-26 13:58:36,29,6,sixth,48.29439065469434
2025-09-26 13:58:36,30,7,blank,-13.4550576282569
2025-09-26 13:58:36,31,6,sixth,-6.444835503131332
2025-09-26 13:58:36,32,7,blank,118.96346496309462
2025-09-26 13:58:36,33,6,sixth,-46.31040655814183
2025-09-26 13:58:36,34,4,ring,29.147605327370893
2025-09-26 13:58:36,35,7,blank,-1.1235759727606407
2025-09-26 13:58:36,36,6,sixth,21.25926056774555
2025-09-26 13:58:36,37,7,blank,77.73599042857103
2025-09-26 13:58:36,38,5,pinky,-47.20435375615571
2025-09-26 13:58:36,39,5,pinky,-3.259280419452284
2025-09-26 13:58:36,40,6,sixth,-47.20015043059788
2025-09-26 13:58:36,41,7,blank,94.36427542626073
2025-09-26 13:58:36,42,6,sixth,-6.190079801781913
2025-09-26 13:58:36,43,5,pinky,-46.53158875074055
2025-09-26 13:58:37,44,7,blank,9.712971995508047
2025-09-26 13:58:37,45,6,sixth,-49.19966846171615
2025-09-26 13:58:37,46,7,blank,6.818993086058466
2025-09-26 13:58:37,47,6,sixth,92.53669519255763
2025-09-26 13:58:37,48,7,blank,-45.822063572452294
2025-09-26 13:58:37,49,6,sixth,12.820021348432663
2025-09-26 13:58:37,50,2,index,48.091511219663445
2025-09-26 13:58:37,51,7,blank,52.89727253411062
2025-09-26 13:58:37,52,6,sixth,27.414182840921427
2025-09-26 13:58:37,53,7,blank,14.57416819537687
2025-09-26 13:58:37,54,6,sixth,55.835752724234595
2025-09-26 13:58:37,55,1,thumb,-11.53787810104508
2025-09-26 13:58:37,56,5,pinky,45.629887888591526
2025-09-26 13:58:37,57,6,sixth,-5.571024446081166
2025-09-26 13:58:37,58,7,blank,-28.0163925292387
2025-09-26 13:58:37,59,6,sixth,-29.021224036176037
2025-09-26 13:58:37,60,4,ring,-18.541904242142763
2025-09-26 13:58:37,61,7,blank,67.53170364932754
2025-09-26 13:58:37,62,1,thumb,17.083913174774736
2025-09-26 13:58:37,63,7,blank,20.090032530409225
2025-09-26 13:58:37,64,2,index,-3.0746424904647296
2025-09-26 13:58:37,65,6,sixth,31.572892091341718
