timestamp,trial_number,stimulus_code,condition,erd_value
2025-09-30 10:26:54,1,6,sixth,-6.253067789560314
2025-09-30 10:26:54,2,7,blank,-1.5357445421478153
2025-09-30 10:26:54,3,4,ring,-1.138765758512382
2025-09-30 10:26:54,4,6,sixth,-4.090682218552081
2025-09-30 10:26:54,5,7,blank,-3.0691689646473868
2025-09-30 10:26:54,6,6,sixth,-3.4503913595691866
2025-09-30 10:26:54,7,4,ring,-1.1102694765175547
2025-09-30 10:26:54,8,3,middle,-1.1094292511917077
2025-09-30 10:26:54,9,7,blank,-0.029974890226397863
2025-09-30 10:26:54,10,2,index,-2.246261407763132
2025-09-30 10:26:54,11,7,blank,-2.6753817565980436
2025-09-30 10:26:54,12,5,pinky,-1.0181672247085958
2025-09-30 10:26:54,13,7,blank,-1.8229323471549321
2025-09-30 10:26:54,14,3,middle,-0.15472656869805193
2025-09-30 10:26:54,15,6,sixth,-3.1484706323773874
2025-09-30 10:26:54,16,7,blank,-8.09171732617561
2025-09-30 10:26:54,17,6,sixth,-1.6217994475100688
2025-09-30 10:26:54,18,7,blank,-3.106654485305686
2025-09-30 10:26:54,19,6,sixth,0.32769692280643503
2025-09-30 10:26:54,20,1,thumb,-0.369435390670629
2025-09-30 10:26:54,21,6,sixth,-1.258610749356235
2025-09-30 10:26:54,22,7,blank,-2.2447551842578477
2025-09-30 10:26:54,23,6,sixth,-3.298437385026158
2025-09-30 10:26:54,24,7,blank,2.197525680977348
2025-09-30 10:26:54,25,6,sixth,-1.7766966964969337
2025-09-30 10:26:54,26,3,middle,-0.9479534231139967
2025-09-30 10:26:54,27,7,blank,0.8573031490537038
2025-09-30 10:26:54,28,2,index,-0.5192049672785984
2025-09-30 10:26:54,29,2,index,2.799219313682694
2025-09-30 10:26:54,30,6,sixth,-0.7086500883829179
2025-09-30 10:26:54,31,5,pinky,1.2995072891544481
2025-09-30 10:26:54,32,6,sixth,0.2429681017491775
2025-09-30 10:26:54,33,4,ring,-1.426992000701273
2025-09-30 10:26:54,34,7,blank,-0.8482371939387062
2025-09-30 10:26:54,35,6,sixth,0.5412723059906352
2025-09-30 10:26:54,36,7,blank,-3.187655380026885
2025-09-30 10:26:54,37,5,pinky,2.214280168425567
2025-09-30 10:26:54,38,6,sixth,-0.6561720480664719
2025-09-30 10:26:54,39,7,blank,2.6120880779825004
2025-09-30 10:26:54,40,6,sixth,-2.4544266527239644
2025-09-30 10:26:54,41,7,blank,-1.7779248361663478
2025-09-30 10:26:54,42,1,thumb,-5.321185808800738
2025-09-30 10:26:54,43,7,blank,5.908676889633765
2025-09-30 10:26:54,44,6,sixth,-0.18590952557917842
2025-09-30 10:26:54,45,1,thumb,-0.6469804300530061
2025-09-30 10:26:54,46,2,index,-0.424173176849197
2025-09-30 10:26:54,47,3,middle,-1.992768324087594
2025-09-30 10:26:54,48,5,pinky,-1.376335964576682
2025-09-30 10:26:54,49,6,sixth,-0.19683180320443106
2025-09-30 10:26:54,50,7,blank,-1.6823628920324016
2025-09-30 10:26:54,51,5,pinky,-0.5996610319338076
2025-09-30 10:26:54,52,6,sixth,1.9742637635174083
2025-09-30 10:26:54,53,3,middle,-4.007208236674432
2025-09-30 10:26:54,54,7,blank,-2.0947478696828674
2025-09-30 10:26:54,55,6,sixth,1.5474926623085568
2025-09-30 10:26:54,56,1,thumb,-2.3152999291010583
2025-09-30 10:26:54,57,7,blank,-5.983840031981561
2025-09-30 10:26:54,58,6,sixth,-4.327186146955537
2025-09-30 10:26:54,59,2,index,0.06380876507315358
2025-09-30 10:26:54,60,7,blank,-4.4246149481726
2025-09-30 10:26:54,61,2,index,-1.143296004571548
2025-09-30 10:26:54,62,6,sixth,1.0703448314232178
2025-09-30 10:26:54,63,4,ring,0.49484266130258414
2025-09-30 10:26:54,64,7,blank,1.8634053632373109
2025-09-30 10:26:54,65,6,sixth,-5.773908251380427
2025-09-30 10:26:54,66,7,blank,-1.8415924768503638
2025-09-30 10:26:54,67,6,sixth,-0.3519494927929391
2025-09-30 10:26:54,68,7,blank,3.6510399001160585
2025-09-30 10:26:54,69,6,sixth,-0.5078815719762777
2025-09-30 10:26:54,70,7,blank,-1.8434904852949199
2025-09-30 10:26:54,71,6,sixth,-1.6180315510958092
2025-09-30 10:26:54,72,7,blank,-0.513137435879382
2025-09-30 10:26:54,73,1,thumb,0.13951090895476392
2025-09-30 10:26:54,74,7,blank,0.5414670490037187
2025-09-30 10:26:55,75,6,sixth,-1.828189081264973
2025-09-30 10:26:55,76,7,blank,-5.072033888998312
2025-09-30 10:26:55,77,4,ring,-1.1659326309670857
2025-09-30 10:26:55,78,5,pinky,-3.9868309972821274
2025-09-30 10:26:55,79,6,sixth,-0.18766792062215193
2025-09-30 10:26:55,80,4,ring,-2.4851437510012877
2025-09-30 10:26:55,81,6,sixth,2.9632188037345464
2025-09-30 10:26:55,82,7,blank,0.34846706661286614
2025-09-30 10:26:55,83,3,middle,1.979198240278635
2025-09-30 10:26:55,84,6,sixth,1.1986644136520463
2025-09-30 10:26:55,85,7,blank,1.163413305405754
2025-09-30 10:26:55,86,6,sixth,-1.5872250605212341
2025-09-30 10:26:55,87,1,thumb,-3.2722213768591173
2025-09-30 10:26:55,88,7,blank,0.3419567584289492
2025-09-30 10:26:55,89,6,sixth,-1.7338735109289718
2025-09-30 10:26:55,90,7,blank,1.6797237026603804
2025-09-30 10:26:55,91,6,sixth,-2.4957302309140585
2025-09-30 10:26:55,92,4,ring,-2.1216738695887765
2025-09-30 10:26:55,93,6,sixth,0.6713650270754412
2025-09-30 10:26:55,94,7,blank,-0.38008039319372455
2025-09-30 10:26:55,95,3,middle,-0.6195814595558085
2025-09-30 10:26:55,96,3,middle,-3.182025538961053
2025-09-30 10:26:55,97,7,blank,-1.7994559543175708
2025-09-30 10:26:55,98,6,sixth,0.7201028143132537
2025-09-30 10:26:55,99,7,blank,-0.03935401568224145
2025-09-30 10:26:55,100,4,ring,-1.658385075303761
2025-09-30 10:26:55,101,7,blank,-1.0141149851206266
2025-09-30 10:26:55,102,6,sixth,-3.4490701614594883
2025-09-30 10:26:55,103,7,blank,1.1682949593800303
2025-09-30 10:26:55,104,1,thumb,-3.0899346669108794
2025-09-30 10:26:55,105,6,sixth,-3.2153330413922387
2025-09-30 10:26:55,106,7,blank,3.2853869218158174
2025-09-30 10:26:55,107,6,sixth,-0.5375678240426108
2025-09-30 10:26:55,108,7,blank,3.6615061982670145
2025-09-30 10:26:55,109,6,sixth,-2.195942124061689
2025-09-30 10:26:55,110,1,thumb,-3.060484854638391
2025-09-30 10:26:55,111,7,blank,1.794440353322792
2025-09-30 10:26:55,112,6,sixth,-2.881572476046204
2025-09-30 10:26:55,113,7,blank,-0.9862635745751804
2025-09-30 10:26:55,114,2,index,-0.9457942588520456
2025-09-30 10:26:55,115,6,sixth,-1.9242907940624199
2025-09-30 10:26:55,116,7,blank,-2.894901916235967
2025-09-30 10:26:55,117,6,sixth,-2.0403725635398495
2025-09-30 10:26:55,118,7,blank,-1.6527113322399036
2025-09-30 10:26:55,119,6,sixth,-1.686383118777568
2025-09-30 10:26:55,120,7,blank,-1.7358947786083037
2025-09-30 10:26:55,121,2,index,1.0262782338877847
2025-09-30 10:26:55,122,3,middle,-5.818536802566722
2025-09-30 10:26:55,123,5,pinky,-2.3268306551995073
2025-09-30 10:26:55,124,6,sixth,-2.7005033820062554
2025-09-30 10:26:55,125,7,blank,3.0637569320244156
2025-09-30 10:26:55,126,4,ring,-1.2875143824868451
2025-09-30 10:26:55,127,6,sixth,-6.2310384114334845
2025-09-30 10:26:55,128,2,index,-0.4309653785585126
